Number,Prediction,Probabilities,Confidence,ActualResult
8064,1,0.9996159911738356,0.4996159911738356,1
2203,0,0.00012826168720208504,0.4998717383127979,0
2663,0,0.0009606403583989597,0.49903935964160107,0
3609,0,0.0018512855505005855,0.49814871444949943,0
7486,0,4.244853692879607e-05,0.4999575514630712,0
1109,0,5.9448520985510264e-05,0.4999405514790145,0
5425,1,0.9927974220111581,0.49279742201115806,1
2250,0,0.00022736409696120664,0.4997726359030388,0
4620,1,0.9982923156358844,0.4982923156358844,1
109,0,0.0013299002773068658,0.49867009972269316,0
33,0,0.0008848139956234328,0.49911518600437654,0
5667,1,0.9988714893770329,0.49887148937703285,1
6216,1,0.9995090116674639,0.49950901166746386,1
3202,0,0.0004944434465726909,0.4995055565534273,0
3590,1,0.9989037378007485,0.4989037378007485,1
4534,0,0.005198346449695262,0.49480165355030475,0
880,0,0.02717499663914166,0.47282500336085836,0
2893,0,0.002803569098212031,0.49719643090178794,0
1427,0,0.00016764126164843575,0.4998323587383516,0
7972,0,0.0010413525584149065,0.4989586474415851,0
3910,0,0.000322893459812254,0.49967710654018777,0
1985,0,0.00017834044141757635,0.49982165955858243,0
3446,1,0.9862044345518374,0.4862044345518374,1
3684,1,0.9993523442350006,0.49935234423500063,1
3729,0,0.00022006475890351673,0.4997799352410965,0
6969,1,0.999984177975602,0.499984177975602,1
1775,0,4.475743149497973e-05,0.49995524256850504,0
5787,0,0.0023890982297992813,0.49761090177020073,0
6452,1,0.998613262454566,0.49861326245456605,1
819,0,0.002800347130726171,0.4971996528692738,0
6651,1,0.9998470728034382,0.4998470728034382,1
2027,0,0.000686906593178308,0.4993130934068217,0
7810,0,0.0002840973796472261,0.49971590262035276,0
4751,1,0.9999303890375527,0.4999303890375527,1
6623,1,0.9999147963583151,0.49991479635831515,1
5714,0,0.13427535199985918,0.3657246480001408,0
6063,1,0.9999837695375633,0.4999837695375633,1
3756,0,0.0025929597344647418,0.4974070402655353,0
3264,1,0.9979142685597145,0.49791426855971455,1
4161,0,0.001058685301697418,0.4989413146983026,0
497,0,0.013107123353852761,0.4868928766461472,0
3954,1,0.9975721033956497,0.4975721033956497,1
2734,0,0.0001578812689380892,0.49984211873106194,0
1594,0,2.3868168457187153e-05,0.4999761318315428,0
6175,1,0.9996658416683631,0.49966584166836314,1
4771,1,0.998870354166519,0.49887035416651904,1
5569,0,0.012316371244914604,0.4876836287550854,0
1638,0,4.8727013150720655e-05,0.49995127298684927,0
7958,0,0.0001368642961358325,0.49986313570386415,0
6404,1,0.9998209356654252,0.4998209356654252,1
7626,0,0.02427027952573317,0.4757297204742668,0
2098,1,0.9952239819734888,0.4952239819734888,1
1471,0,6.166898299331024e-05,0.4999383310170067,0
7347,1,0.9996948274171006,0.4996948274171006,1
4055,1,0.9999037023417278,0.49990370234172776,1
2742,0,0.000349729008437845,0.4996502709915622,0
303,0,0.008223724545665313,0.49177627545433467,0
7604,0,0.0061380504170800735,0.4938619495829199,0
2757,0,0.0015466617317959328,0.4984533382682041,0
6825,1,0.9998518321052755,0.4998518321052755,1
2199,0,0.00028198634734774667,0.4997180136526522,0
2263,0,0.0008684596762493453,0.4991315403237507,0
5105,1,0.9960099190196416,0.49600991901964164,1
3256,0,0.0011536362505596338,0.49884636374944036,0
377,0,0.001101495333941056,0.49889850466605895,0
5906,0,0.006579136057876255,0.49342086394212376,0
2908,0,0.0003051522899376505,0.49969484771006234,0
2303,0,0.0004370029204254122,0.4995629970795746,0
7716,0,0.0034539579059835145,0.4965460420940165,0
3431,0,0.004215295894949355,0.49578470410505066,0
288,0,0.0007150765077502904,0.49928492349224973,0
4,0,5.771927546836875e-05,0.4999422807245316,0
5121,1,0.9962633728874003,0.4962633728874003,1
4224,0,0.003156855214746625,0.4968431447852534,0
4285,1,0.9989068480926309,0.49890684809263086,1
5916,0,0.015836553365202642,0.4841634466347974,0
6517,0,0.00010433919130736314,0.49989566080869263,0
3174,1,0.9787077137829183,0.4787077137829183,1
2697,1,0.9997961130894925,0.49979611308949246,1
1349,0,0.003193057852262188,0.4968069421477378,0
7155,1,0.9997376070761215,0.49973760707612147,1
2324,0,0.00014626550020154915,0.4998537344997985,0
7425,0,0.004167071631893897,0.4958329283681061,0
1188,0,0.0021214996335140023,0.497878500366486,0
328,0,0.002143410655518621,0.4978565893444814,0
5064,1,0.9950932623198872,0.49509326231988715,1
786,0,0.03434540415453787,0.46565459584546215,0
4918,1,0.9901860854465351,0.4901860854465351,1
6639,1,0.9985203125791602,0.4985203125791602,1
4104,1,0.9992615467260315,0.4992615467260315,1
8037,1,0.9999040696610064,0.4999040696610064,1
4190,1,0.99978614810033,0.49978614810032995,1
4994,1,0.9994977516439613,0.49949775164396126,1
3903,1,0.9998863308632392,0.4998863308632392,1
4675,1,0.9995800864329552,0.49958008643295515,1
881,0,4.320475157783203e-05,0.4999567952484222,0
4397,1,0.9997069110846937,0.4997069110846937,1
6635,1,0.9997131214930429,0.4997131214930429,1
6782,1,0.9937462787948647,0.49374627879486466,1
6355,1,0.991345296346379,0.491345296346379,1
869,0,0.0010669622569106773,0.49893303774308934,0
574,0,0.00258600688093214,0.49741399311906787,0
5900,1,0.9998774547102585,0.49987745471025846,1
7740,0,0.0038886746324698312,0.49611132536753016,0
1824,0,0.0017954489527041678,0.49820455104729583,0
1077,1,0.993487864048301,0.49348786404830103,1
7005,0,0.01200298700290615,0.48799701299709386,0
180,1,0.9913325363222854,0.49133253632228535,1
7819,1,0.9996230913216575,0.4996230913216575,1
7191,1,0.9998092799677774,0.49980927996777735,1
1510,0,3.79678295062406e-05,0.4999620321704938,0
402,1,0.9772219964987892,0.47722199649878916,1
8012,1,0.9955916169875304,0.4955916169875304,1
5851,1,0.9867714739114359,0.48677147391143594,1
1070,0,0.00011927276610132992,0.49988072723389865,0
365,0,0.04610502521444629,0.45389497478555374,0
190,0,3.877786965570944e-05,0.4999612221303443,0
2441,0,0.0010482539424685696,0.49895174605753145,0
6277,1,0.9999596091259021,0.4999596091259021,1
7176,0,0.0016438933449964917,0.4983561066550035,0
7613,1,0.9999017745406668,0.49990177454066675,1
6616,1,0.9997714506321618,0.4997714506321618,1
2037,0,1.600799861702355e-05,0.499983992001383,0
1644,0,6.0784045091189245e-05,0.4999392159549088,0
5943,1,0.9994641937285951,0.4994641937285951,1
4200,1,0.9980622624894815,0.4980622624894815,1
1145,0,5.5355951541119845e-05,0.4999446440484589,0
5722,1,0.9893752130648157,0.4893752130648157,1
6660,0,0.0005067442861303821,0.4994932557138696,0
6600,1,0.9998323876370818,0.4998323876370818,1
3852,1,0.9993908088525426,0.4993908088525426,1
139,0,0.0016943306882209654,0.49830566931177905,0
6998,0,0.000940060054785271,0.49905993994521475,0
4902,1,0.999710606010435,0.49971060601043504,1
5418,1,0.9937433446923588,0.4937433446923588,1
3377,0,0.0002429777259208618,0.49975702227407914,0
1595,0,1.805219555403191e-05,0.499981947804446,0
3830,0,0.0006603870278393433,0.4993396129721607,0
7600,1,0.9153395048397832,0.4153395048397832,1
2485,0,0.00035549661031281104,0.4996445033896872,0
2867,0,0.0005671000520830147,0.499432899947917,0
3418,1,0.9982920562822901,0.4982920562822901,1
1202,0,0.004221924952732251,0.49577807504726773,0
4250,1,0.9994138616740883,0.4994138616740883,1
713,0,0.0013778057268196615,0.49862219427318033,0
6686,1,0.9999855009859229,0.49998550098592287,1
1257,0,3.2703645403446244e-05,0.4999672963545966,0
5014,1,0.9997589710874556,0.4997589710874556,1
5439,1,0.9079340563476199,0.4079340563476199,1
4171,1,0.9994590993054411,0.4994590993054411,1
6162,1,0.9953310275838425,0.4953310275838425,1
2338,0,8.728044643815618e-05,0.49991271955356187,0
532,1,0.9941313694430834,0.49413136944308345,1
6171,1,0.999977525372761,0.49997752537276097,1
2028,0,7.523792558273522e-05,0.4999247620744173,0
896,0,0.0016321356301855442,0.49836786436981445,0
902,0,5.357604200515305e-05,0.4999464239579948,0
2232,0,0.00024112477279603252,0.49975887522720397,0
7882,0,0.0005661199185668692,0.49943388008143313,0
964,0,9.233701093833979e-05,0.49990766298906164,0
1643,0,6.529913075234283e-05,0.4999347008692477,0
3671,0,0.0019406273544058381,0.4980593726455942,0
2620,0,0.0003668292023973167,0.49963317079760267,0
356,0,0.0009257289019161148,0.4990742710980839,0
5684,1,0.993429164890397,0.493429164890397,1
1069,0,0.010152726588056472,0.4898472734119435,0
1402,0,0.00018994206864043548,0.4998100579313596,0
88,0,0.0037672401042165263,0.49623275989578347,0
5163,0,0.006671184244375941,0.49332881575562404,0
4148,1,0.9996597271213905,0.4996597271213905,1
750,0,0.0033136844228172564,0.49668631557718274,0
237,0,0.0033082809189158516,0.49669171908108417,0
2562,0,0.004113722002367189,0.4958862779976328,0
1057,0,5.491183028371906e-05,0.4999450881697163,0
219,0,0.034079092343483816,0.46592090765651617,0
2709,0,0.003792032011492401,0.4962079679885076,0
1944,0,6.320597321853507e-05,0.4999367940267815,0
403,0,0.005430869086468405,0.4945691309135316,0
2593,0,0.0013361072724658533,0.49866389272753414,0
5269,0,0.0017737798499827472,0.4982262201500173,0
6306,1,0.9993446624498039,0.4993446624498039,1
4558,1,0.9997755343288632,0.49977553432886324,1
7219,1,0.9995722526220506,0.4995722526220506,1
1663,0,0.0010624637884652972,0.4989375362115347,0
4705,1,0.9998753164413748,0.49987531644137484,1
2916,0,0.0004901351364740722,0.49950986486352594,0
4372,1,0.9999020375636332,0.49990203756363316,1
5843,1,0.9986678927890739,0.49866789278907386,1
7906,1,0.9999490781750786,0.4999490781750786,1
5118,1,0.9848804899751034,0.48488048997510336,1
1737,0,0.0008505122709477071,0.49914948772905227,0
5136,1,0.9947043874642015,0.49470438746420153,1
7039,0,8.889232089159693e-05,0.4999111076791084,0
433,0,0.006640240268372777,0.4933597597316272,0
2348,0,5.740488822520086e-05,0.4999425951117748,0
2730,0,0.00028207923520824895,0.49971792076479177,0
7578,1,0.9989455352284633,0.4989455352284633,1
4172,1,0.9999471216109481,0.4999471216109481,1
3593,0,0.0005722017268112838,0.49942779827318873,0
7452,1,0.9998437469421542,0.49984374694215417,1
7481,0,0.03853858057357335,0.46146141942642666,0
2911,0,0.00017617801277847257,0.49982382198722153,0
1039,1,0.9846968246109455,0.48469682461094554,1
2921,0,0.002311224775601406,0.4976887752243986,0
3113,0,0.0024883011149371506,0.49751169888506286,0
648,0,0.002557277554897369,0.4974427224451026,0
2715,0,0.0003253887439511772,0.49967461125604884,0
892,0,0.0020949598987262345,0.4979050401012738,0
7420,1,0.9965047052778377,0.49650470527783774,1
4443,1,0.9994727607872781,0.4994727607872781,1
4805,1,0.999910146438316,0.499910146438316,1
7274,1,0.9996736477591014,0.4996736477591014,1
5844,1,0.9999559593318196,0.4999559593318196,1
2603,0,0.0004581237154294799,0.49954187628457053,0
3979,0,0.0015619453604492027,0.4984380546395508,0
116,0,0.006922374366506865,0.4930776256334931,0
890,0,0.00013286641686080047,0.4998671335831392,0
1322,0,7.692813484818453e-05,0.49992307186515184,0
5155,1,0.9973466382737044,0.4973466382737044,1
4876,0,0.001553534614287019,0.49844646538571297,0
1233,0,2.7922446903066716e-05,0.4999720775530969,0
49,0,0.00800784053905716,0.4919921594609428,0
7086,0,0.003403300781054349,0.49659669921894567,0
3191,1,0.9994427508974547,0.4994427508974547,1
3523,0,0.001916199674113076,0.49808380032588695,0
2088,0,0.00014813377298892035,0.49985186622701105,0
2362,0,0.0005789267933826429,0.4994210732066174,0
3002,0,0.0001633613005186692,0.4998366386994813,0
6231,1,0.9944392138528667,0.4944392138528667,1
5700,1,0.9998319062872024,0.4998319062872024,1
6397,1,0.9916500456233223,0.49165004562332226,1
6943,1,0.9983115348281764,0.49831153482817636,1
7684,1,0.9985751876147486,0.4985751876147486,1
6931,1,0.9954749383597964,0.4954749383597964,1
2629,0,6.312171888489997e-05,0.4999368782811151,0
2481,0,0.00013681968760993193,0.4998631803123901,0
1101,0,0.00021413211687387054,0.4997858678831261,0
6638,1,0.996595088765357,0.49659508876535696,1
6057,1,0.9993829677288459,0.49938296772884594,1
6271,1,0.9966905956329638,0.4966905956329638,1
973,0,1.7963796557655455e-05,0.49998203620344234,0
2202,0,0.0016904013972349908,0.498309598602765,0
3633,1,0.9999597110604855,0.49995971106048553,1
1334,0,0.0002788958895677129,0.4997211041104323,0
6242,1,0.9997703763681391,0.49977037636813915,1
7792,1,0.9998323937783784,0.4998323937783784,1
7248,1,0.9987032427719517,0.49870324277195166,1
8025,0,0.003797371836353503,0.4962026281636465,0
4859,0,0.002636699052066044,0.49736330094793396,0
3370,0,0.0013817537180856752,0.4986182462819143,0
3380,0,0.0003250007598179667,0.49967499924018205,0
4947,1,0.9982282678852612,0.4982282678852612,1
1604,0,7.16534673975192e-05,0.4999283465326025,0
5310,1,0.9995065637624868,0.4995065637624868,1
4890,1,0.9998809677292473,0.4998809677292473,1
7091,1,0.9874227226215161,0.4874227226215161,1
6145,1,0.9997654101554568,0.49976541015545684,1
537,0,0.028386666400468205,0.4716133335995318,0
991,0,4.2269201713594536e-05,0.4999577307982864,0
1247,0,7.30494295741933e-05,0.4999269505704258,0
5092,1,0.9999598922802097,0.49995989228020965,1
5582,0,0.14166599556004245,0.35833400443995755,0
7284,0,7.738933756128539e-05,0.4999226106624387,0
5123,1,0.9996494569506321,0.4996494569506321,1
4059,0,0.0011001548198905145,0.4988998451801095,0
4278,1,0.9998447814112208,0.4998447814112208,1
6309,1,0.9994395946073977,0.49943959460739773,1
1245,0,2.6352254902330767e-05,0.49997364774509767,0
2329,0,0.001031822262642774,0.49896817773735724,0
7186,1,0.9998953841089286,0.49989538410892864,1
6226,1,0.9986188314148453,0.4986188314148453,1
4263,1,0.997896605022514,0.497896605022514,1
7689,0,0.0003109081739609837,0.499689091826039,0
7560,0,0.0007023596294965225,0.4992976403705035,0
514,0,0.03448595756575256,0.46551404243424743,0
4792,1,0.9979314792360612,0.4979314792360612,1
3122,1,0.9979545749252103,0.49795457492521034,1
825,0,0.003585526193415646,0.4964144738065844,0
6011,1,0.996894473498941,0.496894473498941,1
6350,1,0.999976927836674,0.499976927836674,1
7997,1,0.9999220874157286,0.49992208741572863,1
6228,1,0.9982898521913857,0.49828985219138566,1
5848,1,0.9958580660991254,0.4958580660991254,1
4144,1,0.9972283097665167,0.49722830976651666,1
3790,1,0.9996254996497691,0.4996254996497691,1
872,0,0.0026548012988072893,0.4973451987011927,0
584,0,0.02211071026798226,0.4778892897320177,0
4956,1,0.9997630521685095,0.49976305216850947,1
4434,1,0.9999020110249531,0.49990201102495313,1
6008,1,0.9990159657735493,0.49901596577354934,1
1512,0,0.00010463285083323122,0.49989536714916677,0
777,0,0.0024743795046674693,0.49752562049533255,0
4202,1,0.9999197938374303,0.49991979383743035,1
3120,0,0.0002656597126422406,0.49973434028735775,0
5664,0,0.07414047818836421,0.4258595218116358,0
4610,1,0.9928647900515227,0.4928647900515227,1
1566,1,0.988551693585763,0.488551693585763,1
2427,0,0.00040326930398201685,0.499596730696018,0
2433,0,0.00026697486442074734,0.49973302513557927,0
2950,0,0.0004452922482990158,0.49955470775170097,0
3324,0,0.0017621074769240844,0.49823789252307593,0
3353,0,0.0010279301224983802,0.49897206987750164,0
1354,0,3.674699530011048e-05,0.4999632530046999,0
2003,0,7.988663932891689e-05,0.4999201133606711,0
6704,1,0.9997719473723752,0.4997719473723752,1
6499,1,0.999952630634476,0.49995263063447604,1
5017,1,0.9998643637712217,0.4998643637712217,1
53,1,0.9778073344544737,0.47780733445447365,1
1977,0,0.0002807551676396174,0.4997192448323604,0
5509,1,0.9930015727879035,0.49300157278790346,1
6765,1,0.9936694672392582,0.4936694672392582,1
5437,1,0.9994674949166541,0.4994674949166541,1
5232,1,0.9999195798537902,0.4999195798537902,1
7397,1,0.9963743493432784,0.4963743493432784,1
3639,0,0.00043452733059746583,0.49956547266940254,0
1838,0,0.0006163646918566422,0.49938363530814334,0
4666,1,0.9986600739953879,0.4986600739953879,1
4828,1,0.9793694510495022,0.47936945104950224,1
5277,1,0.9879225327811259,0.48792253278112585,1
1817,0,5.5099167086350685e-05,0.49994490083291365,0
3211,1,0.9996877640204206,0.4996877640204206,1
5086,1,0.9995985164264397,0.4995985164264397,1
6046,1,0.9990962027830432,0.49909620278304323,1
2010,0,2.9818683834222316e-05,0.4999701813161658,0
1708,0,4.218855416413503e-05,0.49995781144583584,0
4567,1,0.9990775387621037,0.4990775387621037,1
2994,0,0.0017676235843613382,0.49823237641563867,0
1278,0,0.000370280532071875,0.4996297194679281,0
4497,0,0.004979606175534727,0.4950203938244653,0
4499,1,0.9760752004381785,0.4760752004381785,1
1841,0,3.883226726969379e-05,0.4999611677327303,0
1130,1,0.983036457830563,0.48303645783056304,1
3685,0,0.0021954618438996304,0.4978045381561004,0
6135,1,0.9992521099248705,0.49925210992487046,1
5299,0,0.032239430724057765,0.46776056927594223,0
3196,0,0.00021829962970260376,0.4997817003702974,0
5049,1,0.9994438488118992,0.4994438488118992,1
4681,1,0.999814750229995,0.499814750229995,1
327,1,0.9719621302676162,0.47196213026761624,1
3704,1,0.9991551974108175,0.4991551974108175,1
958,0,0.02469305935458852,0.47530694064541146,0
2471,0,0.0006456023967098077,0.4993543976032902,0
6724,1,0.9984435119262273,0.49844351192622727,1
7662,0,0.00052965231516557,0.49947034768483445,0
556,1,0.9823829025496994,0.4823829025496994,1
2330,0,0.0008406350024285639,0.4991593649975714,0
4852,1,0.9986342919901157,0.49863429199011566,1
7993,0,0.003853565193983494,0.4961464348060165,0
5158,1,0.998997930732025,0.49899793073202503,1
4472,1,0.9982740433371602,0.4982740433371602,1
3490,1,0.9957386987463325,0.4957386987463325,1
5547,0,0.11957747038437752,0.3804225296156225,0
3927,1,0.9991652517842472,0.4991652517842472,1
7534,0,0.0016614098623287724,0.49833859013767123,0
3345,0,0.0022070619352331108,0.4977929380647669,0
803,0,0.0017431376858740213,0.49825686231412597,0
8066,1,0.9999807792124531,0.4999807792124531,1
3309,0,0.000622677497383929,0.4993773225026161,0
3405,1,0.9659924582412115,0.4659924582412115,1
1307,0,9.577888568145415e-05,0.49990422111431854,0
6872,1,0.9998650576917186,0.49986505769171863,1
7011,0,0.0015332700998253192,0.49846672990017465,0
4030,1,0.999454356253468,0.499454356253468,1
6489,1,0.9996568960197286,0.4996568960197286,1
2716,0,0.00036887848869099517,0.499631121511309,0
7461,1,0.9970507140426155,0.49705071404261547,1
5467,1,0.9920600544986398,0.49206005449863977,1
7204,0,0.004561399773846599,0.4954386002261534,0
3874,1,0.9979643779512056,0.49796437795120563,1
7575,1,0.9999243003236699,0.49992430032366986,1
7744,0,9.291256887287373e-05,0.4999070874311271,0
3277,1,0.9992103729464408,0.4992103729464408,1
7952,0,0.02591164423615806,0.47408835576384195,0
1147,0,1.638249350771207e-05,0.4999836175064923,0
6840,1,0.9945810423111522,0.4945810423111522,1
6589,1,0.9987991090040538,0.4987991090040538,1
5887,1,0.9931170663185829,0.4931170663185829,1
135,1,0.9917044920859679,0.4917044920859679,1
1992,0,4.913032538868706e-05,0.49995086967461133,0
5325,0,0.12424335769596716,0.37575664230403283,0
730,0,0.004843007346054162,0.49515699265394586,0
2817,0,1.714831715521535e-05,0.4999828516828448,0
625,0,0.013327759426293618,0.4866722405737064,0
3,1,0.9912034336891861,0.49120343368918606,1
6960,1,0.9997644502153645,0.49976445021536453,1
478,0,0.06320603982914062,0.43679396017085936,0
5074,1,0.9996988058330843,0.49969880583308435,1
4657,1,0.9998374356113128,0.4998374356113128,1
4838,1,0.9967224947488773,0.4967224947488773,1
7337,1,0.9987315502453984,0.4987315502453984,1
6994,0,0.004631656238997246,0.49536834376100275,0
642,0,0.006233478870135672,0.49376652112986436,0
5051,1,0.9998951912575602,0.4998951912575602,1
7351,1,0.99983622062759,0.49983622062759003,1
7464,1,0.9997894093751307,0.4997894093751307,1
5597,1,0.9943931220967336,0.4943931220967336,1
5788,1,0.9219835803449782,0.4219835803449782,1
1618,0,0.00010977202505941539,0.4998902279749406,0
751,0,0.001664812367113776,0.4983351876328862,0
6096,1,0.999550526826701,0.499550526826701,1
510,0,0.007689258395839665,0.49231074160416033,0
3284,1,0.9997776808600428,0.4997776808600428,1
2647,0,8.718108222008402e-05,0.4999128189177799,0
5649,0,0.010035446328836246,0.48996455367116376,0
2931,0,0.00017717338125686455,0.4998228266187431,0
2565,0,0.0003561151410613312,0.4996438848589387,0
4418,1,0.9996294167841959,0.4996294167841959,1
1054,0,3.340151859697046e-05,0.499966598481403,0
6989,0,0.0005922004019207252,0.4994077995980793,0
4363,1,0.9996947893868428,0.49969478938684275,1
386,0,0.0011701526483695066,0.4988298473516305,0
2627,1,0.9970413431758633,0.49704134317586335,1
5982,1,0.9650256379775672,0.46502563797756724,1
3021,0,0.0009375198584412776,0.49906248014155874,0
7031,1,0.9978419365151618,0.49784193651516184,1
2153,0,0.0007431183764146307,0.4992568816235854,0
4969,1,0.9999213251643038,0.49992132516430376,1
3999,1,0.9996969122152444,0.49969691221524437,1
6534,1,0.9963706428590239,0.4963706428590239,1
1166,1,0.9903958898524013,0.49039588985240135,1
3038,0,0.0002705793382892877,0.4997294206617107,0
7068,1,0.9999493421881899,0.49994934218818987,1
154,0,0.07302951083993009,0.4269704891600699,0
1794,0,1.0473969391431208e-05,0.4999895260306086,0
1792,0,3.608874503944676e-05,0.49996391125496054,0
2019,0,8.655979011829341e-06,0.49999134402098816,0
7669,1,0.9977341737860974,0.4977341737860974,1
3208,1,0.9997795825238217,0.4997795825238217,1
1807,0,0.00038467647874205335,0.4996153235212579,0
1499,0,2.2231538711545036e-05,0.49997776846128844,0
6327,1,0.9977316884098794,0.49773168840987936,1
2182,0,0.0001252976722914685,0.49987470232770853,0
605,0,0.0032669432822809543,0.49673305671771906,0
7487,1,0.997570881459177,0.49757088145917705,1
7809,0,0.00025078805488541544,0.49974921194511457,0
5732,0,0.002981925900747922,0.4970180740992521,0
7896,1,0.9998279319675192,0.4998279319675192,1
4247,1,0.9967928321551263,0.49679283215512626,1
5619,0,0.009015507612496098,0.4909844923875039,0
5223,0,0.007660587949208125,0.4923394120507919,0
4218,1,0.9994762653014323,0.4994762653014323,1
7265,1,0.9823728574269701,0.4823728574269701,1
3068,1,0.9990201297575233,0.4990201297575233,1
6839,1,0.9999912310900476,0.4999912310900476,1
4417,0,0.0014451664537889746,0.49855483354621105,0
1049,0,2.0806729160755718e-05,0.49997919327083923,0
1388,0,0.000778010251374916,0.4992219897486251,0
7607,1,0.9958596621565972,0.49585966215659716,1
2632,0,0.0006014458218760374,0.49939855417812395,0
2246,0,0.002114467659743804,0.4978855323402562,0
7624,1,0.9986871387809713,0.49868713878097126,1
1879,0,0.00010025063518542766,0.49989974936481457,0
7761,0,0.00011766556503958041,0.49988233443496044,0
5288,1,0.9993037951719247,0.4993037951719247,1
1551,0,0.006731119853629382,0.4932688801463706,0
7529,0,0.0029019247787625954,0.4970980752212374,0
7580,1,0.9971567175860023,0.49715671758600233,1
7375,0,0.0011225811134313833,0.4988774188865686,0
4226,1,0.9994996530006403,0.49949965300064025,1
4796,1,0.999167193290185,0.499167193290185,1
1736,0,6.18373463813228e-05,0.4999381626536187,0
6913,1,0.9999479856487903,0.4999479856487903,1
1710,0,3.533888714669771e-05,0.4999646611128533,0
5234,1,0.9988834437289923,0.4988834437289923,1
2279,0,0.0010122138560601244,0.49898778614393985,0
1833,0,0.0023091891970778143,0.4976908108029222,0
1665,1,0.9877690924099191,0.48776909240991906,1
3180,0,0.002156162266560575,0.49784383773343943,0
3448,0,0.00046189535761730977,0.4995381046423827,0
1035,0,3.88042236919829e-05,0.49996119577630804,0
2794,0,0.0009690744407139465,0.4990309255592861,0
7564,0,0.0009826115870622465,0.49901738841293775,0
2474,0,0.0005785528716822137,0.49942144712831776,0
7345,1,0.9998564138936545,0.49985641389365454,1
5621,1,0.9969344887063377,0.4969344887063377,1
427,0,0.003391438653807697,0.4966085613461923,0
7148,1,0.9970303474361237,0.49703034743612373,1
1444,1,0.9784406164096205,0.47844061640962054,1
5169,0,0.0024017909528241043,0.4975982090471759,0
2169,0,0.0020870380251114245,0.4979129619748886,0
886,0,0.0024857318039181514,0.49751426819608185,0
804,0,0.0026686475021113396,0.4973313524978887,0
2080,0,4.033561895904577e-05,0.49995966438104095,0
3204,0,0.00010592927518681396,0.4998940707248132,0
5414,1,0.9999531768364565,0.49995317683645646,1
7526,0,0.00037938917117729954,0.4996206108288227,0
4538,1,0.996438979508295,0.49643897950829496,1
5161,1,0.9969099491111937,0.4969099491111937,1
6038,0,0.0013694919454428434,0.49863050805455716,0
1550,0,1.4948783511033144e-05,0.49998505121648895,0
5137,1,0.9243450731170041,0.4243450731170041,1
4618,1,0.9997438055242546,0.49974380552425457,1
7456,1,0.9991340656686469,0.49913406566864693,1
6255,1,0.997505992202693,0.497505992202693,1
4801,1,0.9994744749004454,0.4994744749004454,1
6948,1,0.9985203667235829,0.4985203667235829,1
4141,0,0.0017486552063668208,0.4982513447936332,0
6220,1,0.9968921411814821,0.49689214118148206,1
7121,1,0.994049893363347,0.49404989336334704,1
6726,1,0.993746506535721,0.49374650653572105,1
3739,1,0.9308501996541763,0.43085019965417626,1
6407,1,0.9985647154030649,0.4985647154030649,1
6323,1,0.999549648752976,0.499549648752976,1
5273,0,0.056842229278849916,0.4431577707211501,0
2756,0,0.0003344296417110475,0.49966557035828896,0
687,0,0.006727910409125982,0.49327208959087404,0
6211,1,0.9967760700404508,0.49677607004045077,1
3547,1,0.9992573381518574,0.49925733815185735,1
2323,0,0.00033969563067739127,0.4996603043693226,0
4968,1,0.9999098048471765,0.4999098048471765,1
4736,1,0.9996914354305707,0.4996914354305707,1
3479,1,0.9998909960017737,0.49989099600177367,1
7396,1,0.9999333693788186,0.4999333693788186,1
166,0,0.010317658037911737,0.48968234196208826,0
5793,1,0.9313311203416338,0.4313311203416338,1
2036,0,9.258909380308702e-05,0.4999074109061969,0
6554,1,0.9979854574026815,0.4979854574026815,1
5899,1,0.9997996494325722,0.49979964943257216,1
7699,0,0.0004095386678885156,0.4995904613321115,0
6620,1,0.994434215047555,0.494434215047555,1
1132,1,0.9897681281379874,0.4897681281379874,1
5026,1,0.9999080920543206,0.49990809205432063,1
5179,0,0.0036656146097538583,0.49633438539024616,0
4243,1,0.9995085274647182,0.4995085274647182,1
900,0,0.0012782005601073014,0.4987217994398927,0
113,0,0.0010466530512102524,0.49895334694878973,0
5412,1,0.9998018598317733,0.4998018598317733,1
5717,1,0.790956906805093,0.290956906805093,1
6907,0,0.0004997610659603755,0.4995002389340396,0
7238,1,0.9973515081211893,0.49735150812118933,1
293,0,0.008663449438868384,0.4913365505611316,0
6971,1,0.9999710096595241,0.4999710096595241,1
3076,0,0.00011870840787757694,0.4998812915921224,0
7227,1,0.9999017781398855,0.49990177813988546,1
1344,0,0.0001268109387385106,0.4998731890612615,0
4747,1,0.999000594608221,0.499000594608221,1
3924,0,0.0010780031798980467,0.49892199682010197,0
782,0,0.00558670870130398,0.49441329129869604,0
2787,0,0.0002278843302399533,0.49977211566976004,0
5688,1,0.9737441818272922,0.47374418182729217,1
610,0,0.00010984662251478946,0.4998901533774852,0
5740,1,0.9894542108667823,0.4894542108667823,1
6418,1,0.9998978978122843,0.49989789781228433,1
6173,1,0.9999784448187858,0.49997844481878584,1
3870,0,0.005298888825344767,0.4947011111746552,0
6836,1,0.9999495960829384,0.49994959608293843,1
7812,1,0.9979238660066437,0.49792386600664373,1
245,0,0.0069591181887893845,0.49304088181121064,0
2206,0,0.003064252120947165,0.4969357478790528,0
6136,1,0.9911119025341802,0.49111190253418024,1
2524,0,0.0004675392150191118,0.49953246078498087,0
4593,1,0.9990643094286399,0.4990643094286399,1
508,0,0.019286964046857823,0.4807130359531422,0
